,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2010-10-16_9,9,Kelly Clarkson,Already Gone,9,3,52,2010-10-16
2010-10-16_10,10,Adam Lambert,Whataya Want From Me,10,8,29,2010-10-16
2010-10-16_11,11,Colbie Caillat,I Never Told You,11,11,20,2010-10-16
2010-10-16_12,12,Taylor Swift,Mine,12,12,7,2010-10-16
2010-10-16_13,13,Michael Buble,Hollywood,13,13,4,2010-10-16
2010-10-16_14,14,Daughtry,September,14,14,8,2010-10-16
2010-10-16_15,15,Five for Fighting,Slice,16,15,11,2010-10-16
2010-10-16_16,16,Sara Bareilles,King Of Anything,15,14,14,2010-10-16
2010-10-16_17,17,Maroon 5,Misery,18,17,11,2010-10-16
2010-10-16_18,18,Lady Gaga,Alejandro,17,13,16,2010-10-16
2010-10-16_19,19,Lady Antebellum,I Run To You,19,19,7,2010-10-16
2010-10-16_20,20,Seal,Secret,21,20,5,2010-10-16
2010-10-16_21,21,Train,If It's Love,22,21,11,2010-10-16
2010-10-16_22,22,P!nk,Glitter In The Air,20,19,15,2010-10-16
2010-10-16_23,23,Jim Brickman Featuring Matt Giraud,Thank You,23,23,7,2010-10-16
2010-10-16_24,24,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,26,24,4,2010-10-16
2010-10-16_25,25,Mike Posner,Cooler Than Me,25,25,4,2010-10-16
2010-10-16_26,26,Katy Perry,Teenage Dream,30,26,2,2010-10-16
2010-10-16_27,27,Josh Groban,Hidden Away,0,27,1,2010-10-16
2010-10-16_28,28,Sheryl Crow,Summer Day,27,27,2,2010-10-16
2010-10-16_29,29,Paramore,The Only Exception,28,28,3,2010-10-16
2010-10-16_30,30,Heart,Hey You,29,26,6,2010-10-16
2010-10-23_1,1,Train,"Hey, Soul Sister",1,1,41,2010-10-23
2010-10-23_2,2,Lady Antebellum,Need You Now,2,1,39,2010-10-23
2010-10-23_3,3,The Script,Breakeven,3,3,31,2010-10-23
2010-10-23_4,4,Uncle Kracker,Smile,4,3,54,2010-10-23
2010-10-23_5,5,Daughtry,Life After You,5,4,33,2010-10-23
2010-10-23_6,6,Rob Thomas,Someday,6,4,41,2010-10-23
2010-10-23_7,7,Katy Perry,California Gurls,7,7,16,2010-10-23
2010-10-23_8,8,John Mayer,Half Of My Heart,8,7,16,2010-10-23
2010-10-23_9,9,Taylor Swift,Mine,12,9,8,2010-10-23
2010-10-23_10,10,Michael Buble,Hollywood,13,10,5,2010-10-23
2010-10-23_11,11,Colbie Caillat,I Never Told You,11,11,21,2010-10-23
2010-10-23_12,12,Daughtry,September,14,12,9,2010-10-23
2010-10-23_13,13,Sara Bareilles,King Of Anything,16,13,15,2010-10-23
2010-10-23_14,14,Maroon 5,Misery,17,14,12,2010-10-23
2010-10-23_15,15,Five for Fighting,Slice,15,15,12,2010-10-23
2010-10-23_16,16,Lady Gaga,Alejandro,18,13,17,2010-10-23
2010-10-23_17,17,Lady Antebellum,I Run To You,19,17,8,2010-10-23
2010-10-23_18,18,Train,If It's Love,21,18,12,2010-10-23
2010-10-23_19,19,Seal,Secret,20,19,6,2010-10-23
2010-10-23_20,20,P!nk,Glitter In The Air,22,19,16,2010-10-23
2010-10-23_21,21,Katy Perry,Teenage Dream,26,21,3,2010-10-23
2010-10-23_22,22,Jim Brickman Featuring Matt Giraud,Thank You,23,22,8,2010-10-23
2010-10-23_23,23,Josh Groban,Hidden Away,27,23,2,2010-10-23
2010-10-23_24,24,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,24,24,5,2010-10-23
2010-10-23_25,25,Mike Posner,Cooler Than Me,25,25,5,2010-10-23
2010-10-23_26,26,Sheryl Crow,Summer Day,28,26,3,2010-10-23
2010-10-23_27,27,Bon Jovi,What Do You Got?,0,27,1,2010-10-23
2010-10-23_28,28,Bruno Mars,Just The Way You Are,0,28,1,2010-10-23
2010-10-23_29,29,Paramore,The Only Exception,29,28,4,2010-10-23
2010-10-23_30,30,Enrique Iglesias,I Like It,0,30,1,2010-10-23
2010-10-30_1,1,Train,"Hey, Soul Sister",1,1,42,2010-10-30
2010-10-30_2,2,Lady Antebellum,Need You Now,2,1,40,2010-10-30
2010-10-30_3,3,The Script,Breakeven,3,3,32,2010-10-30
2010-10-30_4,4,Uncle Kracker,Smile,4,3,55,2010-10-30
2010-10-30_5,5,Daughtry,Life After You,5,4,34,2010-10-30
2010-10-30_6,6,Rob Thomas,Someday,6,4,42,2010-10-30
2010-10-30_7,7,Taylor Swift,Mine,9,7,9,2010-10-30
2010-10-30_8,8,Katy Perry,California Gurls,7,7,17,2010-10-30
2010-10-30_9,9,John Mayer,Half Of My Heart,8,7,17,2010-10-30
2010-10-30_10,10,Michael Buble,Hollywood,10,10,6,2010-10-30
2010-10-30_11,11,Daughtry,September,12,11,10,2010-10-30
2010-10-30_12,12,Colbie Caillat,I Never Told You,11,11,22,2010-10-30
2010-10-30_13,13,Sara Bareilles,King Of Anything,13,13,16,2010-10-30
2010-10-30_14,14,Maroon 5,Misery,14,14,13,2010-10-30
2010-10-30_15,15,Five for Fighting,Slice,15,15,13,2010-10-30
2010-10-30_16,16,Seal,Secret,19,16,7,2010-10-30
2010-10-30_17,17,Lady Gaga,Alejandro,16,13,18,2010-10-30
2010-10-30_18,18,Lady Antebellum,I Run To You,17,17,9,2010-10-30
2010-10-30_19,19,Train,If It's Love,18,18,13,2010-10-30
2010-10-30_20,20,Katy Perry,Teenage Dream,21,20,4,2010-10-30
2010-10-30_21,21,Jim Brickman Featuring Matt Giraud,Thank You,22,21,9,2010-10-30
2010-10-30_22,22,Josh Groban,Hidden Away,23,22,3,2010-10-30
2010-10-30_23,23,Bruno Mars,Just The Way You Are,28,23,2,2010-10-30
2010-10-30_24,24,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,24,24,6,2010-10-30
2010-10-30_25,25,Bon Jovi,What Do You Got?,27,25,2,2010-10-30
2010-10-30_26,26,P!nk,Glitter In The Air,20,19,17,2010-10-30
2010-10-30_27,27,Sheryl Crow,Summer Day,26,26,4,2010-10-30
2010-10-30_28,28,Mike Posner,Cooler Than Me,25,25,6,2010-10-30
2010-10-30_29,29,Paramore,The Only Exception,29,28,5,2010-10-30
2010-10-30_30,30,Enrique Iglesias,I Like It,30,30,2,2010-10-30
2010-11-06_1,1,Train,"Hey, Soul Sister",1,1,43,2010-11-06
2010-11-06_2,2,The Script,Breakeven,3,2,33,2010-11-06
2010-11-06_3,3,Lady Antebellum,Need You Now,2,1,41,2010-11-06
2010-11-06_4,4,Uncle Kracker,Smile,4,3,56,2010-11-06
2010-11-06_5,5,Daughtry,Life After You,5,4,35,2010-11-06
2010-11-06_6,6,Taylor Swift,Mine,7,6,10,2010-11-06
2010-11-06_7,7,Rob Thomas,Someday,6,4,43,2010-11-06
2010-11-06_8,8,Michael Buble,Hollywood,10,8,7,2010-11-06
2010-11-06_9,9,Katy Perry,California Gurls,8,7,18,2010-11-06
2010-11-06_10,10,John Mayer,Half Of My Heart,9,7,18,2010-11-06
2010-11-06_11,11,Daughtry,September,11,11,11,2010-11-06
2010-11-06_12,12,Colbie Caillat,I Never Told You,12,11,23,2010-11-06
2010-11-06_13,13,Sara Bareilles,King Of Anything,13,13,17,2010-11-06
2010-11-06_14,14,Maroon 5,Misery,14,14,14,2010-11-06
2010-11-06_15,15,Five for Fighting,Slice,15,15,14,2010-11-06
2010-11-06_16,16,Katy Perry,Teenage Dream,20,16,5,2010-11-06
2010-11-06_17,17,Bruno Mars,Just The Way You Are,23,17,3,2010-11-06
2010-11-06_18,18,Lady Antebellum,I Run To You,18,17,10,2010-11-06
2010-11-06_19,19,Lady Gaga,Alejandro,17,13,19,2010-11-06
2010-11-06_20,20,Seal,Secret,16,16,8,2010-11-06
2010-11-06_21,21,Train,If It's Love,19,18,14,2010-11-06
2010-11-06_22,22,Bon Jovi,What Do You Got?,25,22,3,2010-11-06
2010-11-06_23,23,Jim Brickman Featuring Matt Giraud,Thank You,21,21,10,2010-11-06
2010-11-06_24,24,Josh Groban,Hidden Away,22,22,4,2010-11-06
2010-11-06_25,25,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,24,24,7,2010-11-06
2010-11-06_26,26,Sheryl Crow,Summer Day,27,26,5,2010-11-06
2010-11-06_27,27,P!nk,Glitter In The Air,26,19,18,2010-11-06
2010-11-06_28,28,Enrique Iglesias,I Like It,30,28,3,2010-11-06
2010-11-06_29,29,Mike Posner,Cooler Than Me,28,25,7,2010-11-06
2010-11-06_30,30,La Roux,Bulletproof,0,30,1,2010-11-06
2010-11-13_1,1,Train,"Hey, Soul Sister",1,1,44,2010-11-13
2010-11-13_2,2,The Script,Breakeven,2,2,34,2010-11-13
2010-11-13_3,3,Lady Antebellum,Need You Now,3,1,42,2010-11-13
2010-11-13_4,4,Uncle Kracker,Smile,4,3,57,2010-11-13
2010-11-13_5,5,Taylor Swift,Mine,6,5,11,2010-11-13
2010-11-13_6,6,Daughtry,Life After You,5,4,36,2010-11-13
2010-11-13_7,7,Michael Buble,Hollywood,8,7,8,2010-11-13
2010-11-13_8,8,Rob Thomas,Someday,7,4,44,2010-11-13
2010-11-13_9,9,Daughtry,September,11,9,12,2010-11-13
2010-11-13_10,10,John Mayer,Half Of My Heart,10,7,19,2010-11-13
2010-11-13_11,11,Katy Perry,California Gurls,9,7,19,2010-11-13
2010-11-13_12,12,Sara Bareilles,King Of Anything,13,12,18,2010-11-13
2010-11-13_13,13,Colbie Caillat,I Never Told You,12,11,24,2010-11-13
2010-11-13_14,14,Maroon 5,Misery,14,14,15,2010-11-13
2010-11-13_15,15,Bruno Mars,Just The Way You Are,17,15,4,2010-11-13
2010-11-13_16,16,Katy Perry,Teenage Dream,16,16,6,2010-11-13
2010-11-13_17,17,Five for Fighting,Slice,15,15,15,2010-11-13
2010-11-13_18,18,Seal,Secret,20,16,9,2010-11-13
2010-11-13_19,19,Lady Antebellum,I Run To You,18,17,11,2010-11-13
2010-11-13_20,20,Lady Gaga,Alejandro,19,13,20,2010-11-13
2010-11-13_21,21,Train,If It's Love,21,18,15,2010-11-13
2010-11-13_22,22,Bon Jovi,What Do You Got?,22,22,4,2010-11-13
2010-11-13_23,23,Josh Groban,Hidden Away,24,22,5,2010-11-13
2010-11-13_24,24,Jim Brickman Featuring Matt Giraud,Thank You,23,21,11,2010-11-13
2010-11-13_25,25,Sheryl Crow,Summer Day,26,25,6,2010-11-13
2010-11-13_26,26,P!nk,Glitter In The Air,27,19,19,2010-11-13
2010-11-13_27,27,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,25,24,8,2010-11-13
2010-11-13_28,28,Neon Trees,Animal,0,28,1,2010-11-13
2010-11-13_29,29,Enrique Iglesias,I Like It,28,28,4,2010-11-13
2010-11-13_30,30,Jewel,Satisfied,0,30,1,2010-11-13
2010-11-20_1,1,The Script,Breakeven,2,1,35,2010-11-20
2010-11-20_2,2,Train,"Hey, Soul Sister",1,1,45,2010-11-20
2010-11-20_3,3,Lady Antebellum,Need You Now,3,1,43,2010-11-20
2010-11-20_4,4,Uncle Kracker,Smile,4,3,58,2010-11-20
2010-11-20_5,5,Taylor Swift,Mine,5,5,12,2010-11-20
2010-11-20_6,6,Michael Buble,Hollywood,7,6,9,2010-11-20
2010-11-20_7,7,Daughtry,Life After You,6,4,37,2010-11-20
2010-11-20_8,8,Rob Thomas,Someday,8,4,45,2010-11-20
2010-11-20_9,9,Daughtry,September,9,9,13,2010-11-20
2010-11-20_10,10,John Mayer,Half Of My Heart,10,7,20,2010-11-20
2010-11-20_11,11,Katy Perry,California Gurls,11,7,20,2010-11-20
2010-11-20_12,12,Bruno Mars,Just The Way You Are,15,12,5,2010-11-20
2010-11-20_13,13,Sara Bareilles,King Of Anything,12,12,19,2010-11-20
2010-11-20_14,14,Colbie Caillat,I Never Told You,13,11,25,2010-11-20
2010-11-20_15,15,Maroon 5,Misery,14,14,16,2010-11-20
2010-11-20_16,16,Katy Perry,Teenage Dream,16,16,7,2010-11-20
2010-11-20_17,17,Five for Fighting,Slice,17,15,16,2010-11-20
2010-11-20_18,18,Seal,Secret,18,16,10,2010-11-20
2010-11-20_19,19,Lady Antebellum,I Run To You,19,17,12,2010-11-20
2010-11-20_20,20,Train,If It's Love,21,18,16,2010-11-20
2010-11-20_21,21,Bon Jovi,What Do You Got?,22,21,5,2010-11-20
2010-11-20_22,22,Josh Groban,Hidden Away,23,22,6,2010-11-20
2010-11-20_23,23,Jim Brickman Featuring Matt Giraud,Thank You,24,21,12,2010-11-20
2010-11-20_24,24,Sheryl Crow,Summer Day,25,24,7,2010-11-20
2010-11-20_25,25,Neon Trees,Animal,28,25,2,2010-11-20
2010-11-20_26,26,Santana Featuring India.Arie & Yo-Yo Ma,While My Guitar Gently Weeps,27,24,9,2010-11-20
2010-11-20_27,27,P!nk,Glitter In The Air,26,19,20,2010-11-20
2010-11-20_28,28,Enrique Iglesias,I Like It,29,28,5,2010-11-20
2010-11-20_29,29,Plain White T's,Rhythm of Love,0,29,1,2010-11-20
2010-11-20_30,30,P!nk,Raise Your Glass,0,30,1,2010-11-20
2010-11-27_1,1,Train,"Hey, Soul Sister",2,1,46,2010-11-27
2010-11-27_2,2,The Script,Breakeven,1,1,36,2010-11-27
2010-11-27_3,3,Taylor Swift,Mine,5,3,13,2010-11-27
2010-11-27_4,4,Lady Antebellum,Need You Now,3,1,44,2010-11-27
2010-11-27_5,5,Uncle Kracker,Smile,4,3,59,2010-11-27
2010-11-27_6,6,Michael Buble,Hollywood,6,6,10,2010-11-27
2010-11-27_7,7,Daughtry,September,9,7,14,2010-11-27
2010-11-27_8,8,Daughtry,Life After You,7,4,38,2010-11-27
2010-11-27_9,9,Rob Thomas,Someday,8,4,46,2010-11-27
2010-11-27_10,10,John Mayer,Half Of My Heart,10,7,21,2010-11-27
2010-11-27_11,11,Bruno Mars,Just The Way You Are,12,11,6,2010-11-27
2010-11-27_12,12,Katy Perry,California Gurls,11,7,21,2010-11-27
2010-11-27_13,13,Sara Bareilles,King Of Anything,13,12,20,2010-11-27
2010-11-27_14,14,Maroon 5,Misery,15,14,17,2010-11-27
2010-11-27_15,15,Katy Perry,Teenage Dream,16,15,8,2010-11-27
2010-11-27_16,16,Five for Fighting,Slice,17,15,17,2010-11-27
2010-11-27_17,17,Lady Antebellum,I Run To You,19,17,13,2010-11-27
2010-11-27_18,18,Train,If It's Love,20,18,17,2010-11-27
2010-11-27_19,19,Seal,Secret,18,16,11,2010-11-27
2010-11-27_20,20,Josh Groban,Hidden Away,22,20,7,2010-11-27
2010-11-27_21,21,Bon Jovi,What Do You Got?,21,21,6,2010-11-27
2010-11-27_22,22,Jim Brickman Featuring Matt Giraud,Thank You,23,21,13,2010-11-27
2010-11-27_23,23,Sheryl Crow,Summer Day,24,23,8,2010-11-27
2010-11-27_24,24,Neon Trees,Animal,25,24,3,2010-11-27
